seg_id,stratum,date,speaker,n_words,prediction,fraction_ai,fraction_ai_assisted
2022-10-26#t8662w0,Y-2022,2022-10-26,Mr. Coon,132,Human,0.0,0.0
2022-03-30#t6300w0,Y-2022,2022-03-30,Hon. Mr. Higgs,203,Human,0.0,0.0
2022-12-15#t10711w2,Y-2022,2022-12-15,Mr. G. Arseneault,340,Human,0.0,0.0
2022-03-30#t6340w1,Y-2022,2022-03-30,Hon. Mr. Flemming,311,Human,0.0,0.0
2022-12-14#t10548w0,Y-2022,2022-12-14,Hon. Mr. Fitch,213,Human,0.0,0.0
2022-12-14#t10601w0,Y-2022,2022-12-14,Ms. Mitton,347,Human,0.0,0.0
2022-05-12#t6836w0,Y-2022,2022-05-12,Mr. C. Chiasson,354,Human,0.0,0.0
2022-03-25#t6076w0,Y-2022,2022-03-25,Hon. Mrs. Johnson,200,Human,0.0,0.0
2023-06-06#t12356w0,Y-2023,2023-06-06,Mr. Legacy,215,Human,0.0,0.0
2023-11-30#t14741w0,Y-2023,2023-11-30,Ms. Mitton,288,Human,0.0,0.0
2023-05-11#t11695w0,Y-2023,2023-05-11,Ms. Mitton,150,Human,0.0,0.0
2023-03-28#t11095w0,Y-2023,2023-03-28,Hon. Ms. Scott-Wallace,120,Human,0.0,0.0
2023-10-31#t13656w0,Y-2023,2023-10-31,Mr. K. Chiasson,215,Human,0.0,0.0
2023-12-13#t15455w0,Y-2023,2023-12-13,Ms. Holt,123,Human,0.0,0.0
2023-11-01#t13765w1,Y-2023,2023-11-01,Mr. G. Arseneault,238,Human,0.0,0.0
2023-05-11#t11774w2,Y-2023,2023-05-11,Mr. McKee,296,Human,0.0,0.0
2023-11-02#t13834w0,Y-2023,2023-11-02,Ms. Holt,115,Human,0.0,0.0
2023-06-09#t12644w0,Y-2023,2023-06-09,Mrs. Anderson-Mason,263,Human,0.0,0.0
2023-03-30#t11389w2,Y-2023,2023-03-30,Hon. Mr. Steeves,357,Human,0.0,0.0
2023-06-08#t12483w0,Y-2023,2023-06-08,Mr. McKee,182,AI,1.0,0.0
2023-10-25#t13426w0,Y-2023,2023-10-25,Ms. Mitton,329,Human,0.0,0.0
2023-10-25#t13366w0,Y-2023,2023-10-25,Hon. Mr. Higgs,210,Human,0.0,0.0
2023-06-13#t12670w0,Y-2023,2023-06-13,Mr. Ames,132,Human,0.0,0.0
2023-05-18#t12172w1,Y-2023,2023-05-18,Mr. Bourque,257,Human,0.0,0.0
2023-12-06#t14995w0,Y-2023,2023-12-06,Hon. Ms. Johnson,197,Human,0.0,0.0
2023-11-30#t14730w1,Y-2023,2023-11-30,Hon. Ms. Bockus,316,Human,0.0,0.0
2023-10-25#t13459w0,Y-2023,2023-10-25,Hon. Mr. Turner,323,Human,0.0,0.0
2023-05-18#t12153w10,Y-2023,2023-05-18,Mr. Bourque,273,Human,0.0,0.0
2023-03-22#t10904w0,Y-2023,2023-03-22,Hon. Mr. Fitch,160,Human,0.0,0.0
2023-11-02#t13868w3,Y-2023,2023-11-02,Mr. McKee,327,Mixed,0.0,1.0
2023-10-24#t13296w0,Y-2023,2023-10-24,Hon. Mr. Fitch,147,Human,0.0,0.0
2023-03-30#t11319w0,Y-2023,2023-03-30,Hon. Mr. Higgs,218,Human,0.0,0.0
2023-10-26#t13553w4,Y-2023,2023-10-26,Hon. Mr. Hogan,356,Human,0.0,0.0
2023-05-18#t12159w5,Y-2023,2023-05-18,Hon. Ms. Green,294,Human,0.0,0.0
2023-03-28#t11074w0,Y-2023,2023-03-28,Ms. Mitton,195,Human,0.0,0.0
2023-12-07#t15162w0,Y-2023,2023-12-07,Mr. Coon,149,Human,0.0,0.0
2023-03-24#t10987w0,Y-2023,2023-03-24,Hon. Mr. Crossman,178,Human,0.0,0.0
2023-10-24#t13285w0,Y-2023,2023-10-24,Hon. Mr. Steeves,114,Human,0.0,0.0
2023-12-08#t15223w0,Y-2023,2023-12-08,Mr. C. Chiasson,154,Human,0.0,0.0
2023-03-28#t11139w0,Y-2023,2023-03-28,Mr. Coon,246,Human,0.0,0.0
2023-10-20#t13251w9,Y-2023,2023-10-20,Hon. Mr. Austin,234,Human,0.0,0.0
2023-12-12#t15362w0,Y-2023,2023-12-12,Hon. Ms. Green,163,Human,0.0,0.0
2023-03-29#t11251w7,Y-2023,2023-03-29,Ms. Mitton,332,Human,0.0,0.0
2023-06-09#t12568w0,Y-2023,2023-06-09,Hon. Mr. Hogan,133,Human,0.0,0.0
2023-03-22#t10858w0,Y-2023,2023-03-22,Ms. Mitton,180,Human,0.0,0.0
2023-11-21#t14102w0,Y-2023,2023-11-21,Mr. Bourque,340,Human,0.0,0.0
2023-06-07#t12381w0,Y-2023,2023-06-07,Mr. McKee,169,Human,0.0,0.0
2023-03-29#t11245w9,Y-2023,2023-03-29,Mr. C. Chiasson,321,Human,0.0,0.0
2023-11-02#t13829w0,Y-2023,2023-11-02,Ms. Holt,159,Human,0.0,0.0
2023-11-22#t14123w0,Y-2023,2023-11-22,Hon. M. Wilson,229,Human,0.0,0.0
2023-11-02#t13802w0,Y-2023,2023-11-02,Ms. Holt,126,Human,0.0,0.0
2023-10-26#t13583w2,Y-2023,2023-10-26,Mr. Losier,339,Human,0.0,0.0
2023-12-13#t15449w0,Y-2023,2023-12-13,Hon. Mr. Fitch,154,Human,0.0,0.0
2023-11-30#t14748w5,Y-2023,2023-11-30,Mr. McKee,280,Human,0.0,0.0
2023-12-05#t14907w0,Y-2023,2023-12-05,Hon. Mr. Flemming,182,Human,0.0,0.0
2023-05-19#t12248w0,Y-2023,2023-05-19,Ms. Holt,186,Human,0.0,0.0
2023-06-06#t12314w0,Y-2023,2023-06-06,Ms. Mitton,171,Human,0.0,0.0
2023-06-08#t12536w5,Y-2023,2023-06-08,Mr. Coon,306,Human,0.0,0.0
2024-11-26#t277w0,Y-2024,2024-11-26,Hon. Mr. McKee,172,Human,0.0,0.0
2024-03-28#t16099w2,Y-2024,2024-03-28,Mr. Coon,356,Human,0.0,0.0
2024-06-04#t17435w0,Y-2024,2024-06-04,Hon. G. Savoie,207,Human,0.0,0.0
2024-05-15#t16701w0,Y-2024,2024-05-15,Hon. G. Savoie,181,Human,0.0,0.0
2024-12-12#t831w5,Y-2024,2024-12-12,Ms. Scott-Wallace,348,Human,0.0,0.0
2024-05-17#t16876w0,Y-2024,2024-05-17,Mr. Cardy,236,Human,0.0,0.0
2024-03-22#t15644w0,Y-2024,2024-03-22,Hon. Ms. Green,180,Human,0.0,0.0
2024-03-27#t15954w1,Y-2024,2024-03-27,Hon. Mr. Holland,352,Human,0.0,0.0
2024-03-27#t15944w3,Y-2024,2024-03-27,Mr. G. Arseneault,245,Human,0.0,0.0
2024-11-22#t158w0,Y-2024,2024-11-22,Hon. Ms. Holt,171,Human,0.0,0.0
2024-03-27#t15979w10,Y-2024,2024-03-27,Ms. Holt,187,Human,0.0,0.0
2024-11-22#t206w0,Y-2024,2024-11-22,Mr. Ames,253,AI,1.0,0.0
2024-12-10#t627w0,Y-2024,2024-12-10,Mr. M. LeBlanc,313,Human,0.0,0.0
2024-12-13#t847w0,Y-2024,2024-12-13,Mr. Coon,158,Mixed,0.0,1.0
2024-11-27#t387w0,Y-2024,2024-11-27,Mr. Lee,137,Human,0.0,0.0
2024-11-28#t541w1,Y-2024,2024-11-28,Mr. Hogan,355,Human,0.0,0.0
2024-05-30#t17205w0,Y-2024,2024-05-30,Hon. Mr. Austin,183,Human,0.0,0.0
2024-03-27#t15979w5,Y-2024,2024-03-27,Ms. Holt,339,Human,0.0,0.0
2024-12-11#t728w2,Y-2024,2024-12-11,Hon. Mr. C. Chiasson,323,Human,0.0,0.0
2024-05-14#t16587w0,Y-2024,2024-05-14,Hon. G. Savoie,160,Human,0.0,0.0
2024-06-07#t17680w0,Y-2024,2024-06-07,Hon. M. Wilson,152,Human,0.0,0.0
2024-03-27#t15979w2,Y-2024,2024-03-27,Ms. Holt,317,Human,0.0,0.0
2024-05-07#t16227w1,Y-2024,2024-05-07,Ms. Mitton,189,Human,0.0,0.0
2024-06-07#t17720w0,Y-2024,2024-06-07,Ms. Holt,185,Human,0.0,0.0
2024-11-22#t207w0,Y-2024,2024-11-22,Mr. Hogan,176,Human,0.0,0.0
2024-11-22#t169w0,Y-2024,2024-11-22,Mr. Monahan,126,Human,0.0,0.0
2024-05-07#t16172w0,Y-2024,2024-05-07,Hon. Mr. Higgs,185,Human,0.0,0.0
2024-03-28#t15996w0,Y-2024,2024-03-28,Hon. R. Savoie,189,Human,0.0,0.0
2024-12-11#t719w2,Y-2024,2024-12-11,Hon. Mr. Dornan,322,Human,0.0,0.0
2024-05-31#t17263w0,Y-2024,2024-05-31,Hon. Mr. Turner,162,Human,0.0,0.0
2024-05-17#t16872w0,Y-2024,2024-05-17,Ms. Conroy,149,Human,0.0,0.0
2024-06-06#t17660w2,Y-2024,2024-06-06,Mr. M. LeBlanc,341,Human,0.0,0.0
2024-11-20#t59w0,Y-2024,2024-11-20,Hon. Ms. Holt,218,Human,0.0,0.0
2024-12-10#t567w0,Y-2024,2024-12-10,Ms. Mitton,139,Human,0.0,0.0
2024-03-27#t15954w0,Y-2024,2024-03-27,Hon. Mr. Holland,322,Human,0.0,0.0
2024-05-15#t16632w0,Y-2024,2024-05-15,Hon. G. Savoie,229,Human,0.0,0.0
2024-11-26#t295w0,Y-2024,2024-11-26,Mr. Savoie,250,Human,0.0,0.0
2024-05-31#t17316w0,Y-2024,2024-05-31,Ms. Mitton,171,Human,0.0,0.0
2024-05-17#t16937w0,Y-2024,2024-05-17,Ms. Holt,286,Human,0.0,0.0
2024-05-29#t17100w0,Y-2024,2024-05-29,Ms. Holt,181,Human,0.0,0.0
2024-05-10#t16525w0,Y-2024,2024-05-10,Hon. G. Savoie,197,Human,0.0,0.0
2024-11-22#t227w9,Y-2024,2024-11-22,Hon. Mr. Dornan,310,Human,0.0,0.0
2024-05-07#t16143w0,Y-2024,2024-05-07,Hon. Mr. Higgs,166,Human,0.0,0.0
2024-11-26#t246w0,Y-2024,2024-11-26,Mr. Coon,163,Human,0.0,0.0
2024-05-16#t16823w2,Y-2024,2024-05-16,Mr. C. Chiasson,342,Human,0.0,0.0
2024-03-28#t15987w0,Y-2024,2024-03-28,Hon. M. Wilson,285,Human,0.0,0.0
2024-06-07#t17772w2,Y-2024,2024-06-07,Hon. Mr. Holland,185,Human,0.0,0.0
2024-12-12#t842w5,Y-2024,2024-12-12,Ms. M. Johnson,355,Human,0.0,0.0
2024-11-20#t113w0,Y-2024,2024-11-20,Hon. Mr. Hickey,308,Human,0.0,0.0
2024-11-27#t430w2,Y-2024,2024-11-27,Mr. Weir,345,Human,0.0,0.0
